details_url,authority,bis_number,object,address,construction_type,phase,id
https://bis.gov.lv/bisp/lv/planned_constructions/897434,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897434-119024,biroja Nr.8 E.B.Upīša ielā 20A pārplānošana,"Ernesta Birznieka-Upīša iela 20A, Rīga, LV-1050",Vienkāršota pārbūve,Iecere,bis:BIS-BL-897434-119024
https://bis.gov.lv/bisp/lv/planned_constructions/897354,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897354-119038,Dzīvojamā māja,"Zušu iela 28A, Rīga, LV-1034",Jauna būvniecība,Iecere,bis:BIS-BL-897354-119038
https://bis.gov.lv/bisp/lv/planned_constructions/897353,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897353-119039,Dzīvojamā māja,"Zušu iela 28, Rīga, LV-1034",Jauna būvniecība,Iecere,bis:BIS-BL-897353-119039
https://bis.gov.lv/bisp/lv/planned_constructions/897343,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897343-118978,Dzīvoklis,"Katrīnas dambis 14-203, Rīga, LV-1045",Vienkāršota pārbūve,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-897343-118978
https://bis.gov.lv/bisp/lv/planned_constructions/897320,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897320-118973,Dzīvoklis,"Stabu iela 44-18, Rīga, LV-1011",Vienkāršota pārbūve,Iecere,bis:BIS-BL-897320-118973
https://bis.gov.lv/bisp/lv/planned_constructions/897296,Ķekavas novada pašvaldības būvvalde,BIS-BL-897296-15830,Saimniecības ēka,"""Dižskābarži"", Daugmales pag., Ķekavas nov., LV-2124",Jauna būvniecība,Iecere,bis:BIS-BL-897296-15830
https://bis.gov.lv/bisp/lv/planned_constructions/897219,Jūrmalas Būvvalde,BIS-BL-897219-22986,Dzīvojamā māja,"Dāvja iela 4A, Jūrmala, LV-2008",Jauna būvniecība,Iecere,bis:BIS-BL-897219-22986
https://bis.gov.lv/bisp/lv/planned_constructions/897211,Mārupes novada Būvvalde,BIS-BL-897211-13884,Saimniecības ēka,"""Vasraudži"", Mārupes pag., Mārupes nov., LV-2166",Jauna būvniecība,Iecere,bis:BIS-BL-897211-13884
https://bis.gov.lv/bisp/lv/planned_constructions/897198,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897198-118965,Ēka,"Gaiļezera iela 3, Rīga, LV-1079",Atjaunošana,Iecere,bis:BIS-BL-897198-118965
https://bis.gov.lv/bisp/lv/planned_constructions/897169,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897169-118972,Dzīvojamā māja,"Rotkalnu iela 22, Rīga, LV-1064",Jauna būvniecība,Iecere,bis:BIS-BL-897169-118972
https://bis.gov.lv/bisp/lv/planned_constructions/897147,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897147-119007,biroja telpu Nr.9 pārplānošana,"Ernesta Birznieka-Upīša iela 20A, Rīga, LV-1050",Vienkāršota pārbūve,Iecere,bis:BIS-BL-897147-119007
https://bis.gov.lv/bisp/lv/planned_constructions/897099,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897099-118939,Rindu mājas sekcija,"Urdziņas iela 2, Rīga, LV-1079",Jauna būvniecība,Iecere,bis:BIS-BL-897099-118939
https://bis.gov.lv/bisp/lv/planned_constructions/897084,Ogres novada pašvaldības centrālās administrācijas Ogres novada būvvalde,BIS-BL-897084-16773,-,"Tīnūžu šoseja 7, Ikšķile, Ogres nov., LV-5052",Vienkāršota pārbūve,Iecere,bis:BIS-BL-897084-16773
https://bis.gov.lv/bisp/lv/planned_constructions/897081,Ropažu novada pašvaldības būvvalde,BIS-BL-897081-12583,Automašīnas nojume,"Aveņu iela 2A, Makstenieki, Garkalnes pag., Ropažu nov., LV-2137",Jauna būvniecība,Iecere,bis:BIS-BL-897081-12583
https://bis.gov.lv/bisp/lv/planned_constructions/897077,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897077-118935,Studentu kopmitne,"Tomsona iela 39, Rīga, LV-1013",Atjaunošana,Iecere,bis:BIS-BL-897077-118935
https://bis.gov.lv/bisp/lv/planned_constructions/897052,Siguldas novada būvvalde,BIS-BL-897052-20999,Saimniecības ēka Nr.2,"""Loras parks"", Sigulda, Siguldas nov., LV-2150",Jauna būvniecība,Iecere,bis:BIS-BL-897052-20999
https://bis.gov.lv/bisp/lv/planned_constructions/897051,Siguldas novada būvvalde,BIS-BL-897051-20998,Publiska ēka,"""Loras parks"", Sigulda, Siguldas nov., LV-2150",Jauna būvniecība,Iecere,bis:BIS-BL-897051-20998
https://bis.gov.lv/bisp/lv/planned_constructions/897038,Ogres novada pašvaldības centrālās administrācijas Ogres novada būvvalde,BIS-BL-897038-16707,Dzīvojamās mājas pārbūve ēkai 001,"""Druvas"", Madliena, Madlienas pag., Ogres nov., LV-5045",Pārbūve,Iecere,bis:BIS-BL-897038-16707
https://bis.gov.lv/bisp/lv/planned_constructions/896984,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-896984-118925,Dzīvoklis,"Klijānu iela 5-52, Rīga, LV-1012",Vienkāršota atjaunošana,Iecere,bis:BIS-BL-896984-118925
https://bis.gov.lv/bisp/lv/planned_constructions/896950,"Salaspils novada pašvaldības iestāde ""Salaspils novada Būvvalde""",BIS-BL-896950-11284,Ārējā elektroapgāde,"Strazdiņu iela 26, Salaspils, Salaspils nov., LV-2121",Jauna būvniecība,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-896950-11284
https://bis.gov.lv/bisp/lv/planned_constructions/896941,Jūrmalas Būvvalde,BIS-BL-896941-22982,Siltumnīca,"Rītupes iela 32, Jūrmala, LV-2011",Jauna būvniecība,Iecere,bis:BIS-BL-896941-22982
https://bis.gov.lv/bisp/lv/planned_constructions/896864,Ķekavas novada pašvaldības būvvalde,BIS-BL-896864-15853,Dzīvojamā māja,"Podziņu iela 1A, Mellupi, Ķekavas pag., Ķekavas nov., LV-2113",Jauna būvniecība,Iecere,bis:BIS-BL-896864-15853
https://bis.gov.lv/bisp/lv/planned_constructions/896820,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-896820-118928,Dzīvoklis,"Katrīnas dambis 14-104, Rīga, LV-1045",Vienkāršota pārbūve,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-896820-118928
https://bis.gov.lv/bisp/lv/planned_constructions/896811,Mārupes novada Būvvalde,BIS-BL-896811-13879,Savrupmāja,"Strupu ceļš 38, Mežāres, Babītes pag., Mārupes nov., LV-2101",Jauna būvniecība,Iecere,bis:BIS-BL-896811-13879
https://bis.gov.lv/bisp/lv/planned_constructions/896809,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-896809-118942,Dzīvoklis,"Lastādijas iela 18-9, Rīga, LV-1050",Vienkāršota atjaunošana,Iecere,bis:BIS-BL-896809-118942
https://bis.gov.lv/bisp/lv/planned_constructions/896784,Ropažu novada pašvaldības būvvalde,BIS-BL-896784-12615,Laukums,"Priežu iela 6, Vangaži, Ropažu nov., LV-2136",Jauna būvniecība,Iecere,bis:BIS-BL-896784-12615
https://bis.gov.lv/bisp/lv/planned_constructions/896664,"Salaspils novada pašvaldības iestāde ""Salaspils novada Būvvalde""",BIS-BL-896664-11274,Savrupmāju jaunbūve,"Stirnu iela 11, Salaspils, Salaspils nov., LV-2169",Jauna būvniecība,Iecere,bis:BIS-BL-896664-11274
https://bis.gov.lv/bisp/lv/planned_constructions/896651,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-896651-119198,Kafejnīca,"Ulbrokas iela 34A, Rīga, LV-1021",Atjaunošana,Iecere,bis:BIS-BL-896651-119198
https://bis.gov.lv/bisp/lv/planned_constructions/896621,Ādažu novada būvvalde,BIS-BL-896621-12351,Malkas nojume,"""Siguļi 2"", Siguļi, Carnikavas pag., Ādažu nov., LV-2163",Jauna būvniecība,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-896621-12351
https://bis.gov.lv/bisp/lv/planned_constructions/896606,Jūrmalas Būvvalde,BIS-BL-896606-22979,Dzīvoklis,"Slokas iela 30-30, Jūrmala, LV-2015",Vienkāršota atjaunošana,Iecere,bis:BIS-BL-896606-22979
https://bis.gov.lv/bisp/lv/planned_constructions/896595,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-896595-118896,Biroju ēka,"Gustava Zemgala gatve 77, Rīga, LV-1039",Vienkāršota pārbūve,Iecere,bis:BIS-BL-896595-118896
https://bis.gov.lv/bisp/lv/planned_constructions/896543,OLAINES NOVADA PAŠVALDĪBAS BŪVVALDE,BIS-BL-896543-15920,Gāzes vada pievads,"Krimuldas iela 4, Medemciems, Olaines pag., Olaines nov., LV-2127",Jauna būvniecība,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-896543-15920
https://bis.gov.lv/bisp/lv/planned_constructions/896541,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-896541-118976,dzīvoklis,"Jēkabpils iela 4-6, Rīga, LV-1003",Vienkāršota pārbūve,Iecere,bis:BIS-BL-896541-118976
https://bis.gov.lv/bisp/lv/planned_constructions/896516,Ropažu novada pašvaldības būvvalde,BIS-BL-896516-12657,Dzīvoklis,"""Straumēni 2""-28, Zaķumuiža, Ropažu pag., Ropažu nov., LV-2133",Vienkāršota pārbūve,Iecere,bis:BIS-BL-896516-12657
